Year,ADM1_NAME,ADM2_NAME,Stability Zone,Area_Sleikh,Area_Under_Trees,Area_Total,Production,Yield_kg_ha,Area_Rainfed,Production_Rainfed,Yield_Rainfed_kg_ha,Total_Production
,Damascus,Duma,5,0,0,0,0,0,0,0,0,0
,Damascus,Darayya,3,0,0,0,0,0,0,0,0,0
,Damascus,Darayya,4,0,0,0,0,0,0,0,0,0
,Damascus,Qatana,1,0,0,0,0,0,0,0,0,0
,Damascus,Qatana,2,0,0,0,0,0,0,0,0,0
,Damascus,Qatana,3,0,0,0,0,0,0,0,0,0
,Damascus,Az_Zabdani,1,0,0,0,0,0,0,0,0,0
,Damascus,Az_Zabdani,2,0,0,0,0,0,0,0,0,0
,Damascus,Yabrud,2,0,0,0,0,0,0,0,0,0
,Damascus,Yabrud,3,0,0,0,0,0,0,0,0,0
,Damascus,Al_Qutayfah,3,0,0,0,0,0,0,0,0,0
,Damascus,Al_Qutayfah,5,0,0,0,0,0,0,0,0,0
,Damascus,Al_Ghutta,3,0,0,0,0,0,0,0,0,0
,Damascus,Al_Ghutta,4,0,0,0,0,0,0,0,0,0
,Damascus,Al_Ghutta,5,0,0,0,0,0,0,0,0,0
,Damascus,An_Nabk,3,0,0,0,0,0,0,0,0,0
,Damascus,An_Nabk,4,0,0,0,0,0,0,0,0,0
,Damascus,An_Nabk,5,0,0,0,0,0,0,0,0,0
,Damascus,At_Tall,2,0,0,0,0,0,0,0,0,0
,Damascus,At_Tall,3,0,0,0,0,0,0,0,0,0
,Damascus,At_Tall,4,0,0,0,0,0,0,0,0,0
,Homs,Homs,1,0,0,0,0,0,0,0,0,0
,Homs,Homs,2,0,0,0,0,0,0,0,0,0
,Homs,Homs,4,0,0,0,0,0,0,0,0,0
,Homs,Tall Kalakh,1,0,0,0,0,0,0,0,0,0
,Homs,Ar_Rastan,1,0,0,0,0,0,0,0,0,0
,Homs,Ar_Rastan,2,0,0,0,0,0,0,0,0,0
,Homs,Al_Maghrim,2,0,0,0,0,0,0,0,0,0
,Homs,Al_Maghrim,3,0,0,0,0,0,0,0,0,0
,Homs,Al_Quasir,1,0,0,0,0,0,0,0,0,0
,Homs,Al_Quasir,2,0,0,0,0,0,0,0,0,0
,Homs,Al_Quasir,3,0,0,0,0,0,0,0,0,0
,Homs,Al_Quasir,4,0,0,0,0,0,0,0,0,0
,Hama,Hama,1,0,0,0,0,0,0,0,0,0
,Hama,Hama,2,0,0,0,0,0,0,0,0,0
,Hama,Hama,3,0,0,0,0,0,0,0,0,0
,Hama,Hama,4,0,0,0,0,0,0,0,0,0
,Hama,As_Salamiyeh,2,0,0,0,0,0,0,0,0,0
,Hama,As_Salamiyeh,3,0,0,0,0,0,0,0,0,0
,Hama,As_Salamiyeh,4,0,0,0,0,0,0,0,0,0
,Hama,Masyaf,1,243,0,243,392,1613.168724,1958,1429,729.8263534,1821
,Hama,Muhradah,1,5175,0,5175,12644,2443.285024,301,266,883.7209302,12910
,Hama,Al_Ghab,1,41816,0,41816,91539,2189.0903,2721,1888,693.8625505,93427
,Idleb,Idleb,1,0,0,0,0,0,0,0,0,0
,Idleb,Idleb,2,0,0,0,0,0,0,0,0,0
,Idleb,Idleb,3,0,0,0,0,0,0,0,0,0
,Idleb,Harim,1,0,0,0,0,0,0,0,0,0
,Idleb,Al_Jisr_Ash_Shu,1,0,0,0,0,0,0,0,0,0
,Idleb,Al_Ma'ra,1,0,0,0,0,0,0,0,0,0
,Idleb,Al_Ma'ra,2,0,0,0,0,0,0,0,0,0
,Idleb,Al_Ma'ra,3,0,0,0,0,0,0,0,0,0
,Idleb,Ariha,1,0,0,0,0,0,0,0,0,0
,Idleb,Khan_Shakhon,1,0,0,0,0,0,0,0,0,0
,Idleb,Khan_Shakhon,2,0,0,0,0,0,0,0,0,0
,Tartous,Tartous,1,0,0,0,0,0,0,0,0,0
,Tartous,Banyas,1,0,0,0,0,0,0,0,0,0
,Tartous,Safita,1,0,0,0,0,0,0,0,0,0
,Tartous,Dreikisch,1,0,0,0,0,0,0,0,0,0
,Tartous,Sheikh Badr,1,0,0,0,0,0,0,0,0,0
,Lattakia,Lattakia,1,0,0,0,0,0,0,0,0,0
,Lattakia,Al-Hafa,1,0,0,0,0,0,0,0,0,0
,Lattakia,Jablah,1,0,0,0,0,0,0,0,0,0
,Lattakia,Al_Qardaha,1,0,0,0,0,0,0,0,0,0
,Aleppo,A'zaz,1,0,0,0,0,0,0,0,0,0
,Aleppo,A'zaz,2,0,0,0,0,0,0,0,0,0
,Aleppo,Afrin,1,0,0,0,0,0,0,0,0,0
,Aleppo,Jarablus,2,0,0,0,0,0,0,0,0,0
,Aleppo,Al-Bab,1,0,0,0,0,0,0,0,0,0
,Aleppo,Al-Bab,2,0,0,0,0,0,0,0,0,0
,Aleppo,Menbij,2,0,0,0,0,0,0,0,0,0
,Aleppo,Menbij,3,0,0,0,0,0,0,0,0,0
,Aleppo,Menbij,4,0,0,0,0,0,0,0,0,0
,Aleppo,Ain Al-Arab,2,0,0,0,0,0,0,0,0,0
,Aleppo,Ain Al-Arab,3,0,0,0,0,0,0,0,0,0
,Aleppo,Jebel_Saman,1,0,0,0,0,0,0,0,0,0
,Aleppo,Jebel_Saman,2,0,0,0,0,0,0,0,0,0
,Aleppo,Jebel_Saman,3,0,0,0,0,0,0,0,0,0
,Aleppo,Jebel_Saman,4,0,0,0,0,0,0,0,0,0
,Aleppo,As_Safira,2,0,0,0,0,0,0,0,0,0
,Aleppo,As_Safira,3,0,0,0,0,0,0,0,0,0
,Aleppo,Der_Hafer,1,0,0,0,0,0,0,0,0,0
,Aleppo,Der_Hafer,3,0,0,0,0,0,0,0,0,0
,Raqqa,Raqqa,3,3000,0,3000,9000,3000,0,0,0,9000
,Raqqa,Raqqa,4,12800,0,12800,38400,3000,0,0,0,38400
,Raqqa,Raqqa,5,20000,0,20000,60000,3000,0,0,0,60000
,Raqqa,Tell Abiad,2,14000,0,14000,42000,3000,0,0,0,42000
,Raqqa,Al-Thawrah,3,0,0,0,0,0,0,0,0,0
,Raqqa,Al-Thawrah,4,0,0,0,0,0,0,0,0,0
,Raqqa,Al-Thawrah,5,0,0,0,0,0,0,0,0,0
,Dayr Az-Zor,Dayr Az-Zor,4,,0,0,,0,0,0,0,0
,Dayr Az-Zor,Dayr Az-Zor,5,,,0,,0,,,0,0
,Dayr Az-Zor,Al-Mayadin,5,,0,0,,0,0,0,0,0
,Dayr Az-Zor,Abu Kamal,5,,,0,,0,,,0,0
,Hassakeh,Hassakeh,1,,0,0,,0,,0,0,0
,Hassakeh,Hassakeh,2,,0,0,,0,,0,0,0
,Hassakeh,Hassakeh,3,,0,0,,0,,0,0,0
,Hassakeh,Hassakeh,4,,0,0,,0,,0,0,0
,Hassakeh,Hassakeh,5,,0,0,,0,0,0,0,0
,Hassakeh,Quamishli,1,,0,0,,0,,0,0,0
,Hassakeh,Quamishli,2,,0,0,,0,,0,0,0
,Hassakeh,Quamishli,3,0,,0,0,0,0,,0,0
,Hassakeh,Al-Malika,1,,0,0,,0,,,0,0
,Hassakeh,Al-Malika,2,,0,0,,0,,0,0,0
,Hassakeh,Al-Malika,3,,0,0,,0,,0,0,0
,Hassakeh,Ras Al-Ain,1,,0,0,,0,,0,0,0
,Hassakeh,Ras Al-Ain,2,,0,0,,0,,0,0,0
,Hassakeh,Ras Al-Ain,3,,0,0,,0,,0,0,0
,Hassakeh,Ras Al-Ain,4,,0,0,,0,0,0,0,0
2019,As_Suweida,As_Suwayda,1,,0,0,,0,,0,0,0
,As_Suweida,As_Suwayda,2,,0,0,,0,,0,0,0
,As_Suweida,Shahba,2,,0,0,,0,,0,0,0
,As_Suweida,Shahba,3,,0,0,,0,0,0,0,0
,As_Suweida,Salkhad,2,,0,0,,0,,0,0,0
,As_Suweida,Salkhad,3,,0,0,,0,,0,0,0
,Dara,Dara,1,1916,0,1916,8335,4350.208768,,,0,8335
,Dara,Dara,2,3368,0,3368,13472,4000,24655,,0,13472
,Dara,Dara,3,36,0,36,108,3000,,,0,108
,Dara,Izra',1,931,0,931,3805.4625,4087.5,9332,20413.75,2187.5,24219.2125
,Dara,Izra',2,778,0,778,2991.41,3845,9655,13436.54167,1391.666667,16427.95167
,Dara,Izra',3,0,0,0,0,0,190,157.7,830,157.7
,Dara,As_Sanamayn,1,185,0,185,642.875,3475,,,0,642.875
,Dara,As_Sanamayn,2,629,0,629,2040.31875,3243.75,,,0,2040.31875
,Dara,As_Sanamayn,3,223,0,223,708.025,3175,,,0,708.025
,Dara,As_Sanamayn,4,17,0,17,45.33333333,2666.666667,0,0,0,45.33333333
,Al_Qunaytirah,Al_Qunaytirah,1,1330,0,1330,751,564.6616541,5768,1733,300.4507628,2484
,Damascus,Duma,4,,0,0,,0,,0,0,0
,Damascus,Duma,5,,0,0,,0,,0,0,0
,Damascus,Darayya,3,,0,0,,0,,0,0,0
,Damascus,Darayya,4,,0,0,,0,0,0,0,0
,Damascus,Qatana,1,,0,0,,0,,0,0,0
,Damascus,Qatana,2,,0,0,,0,,0,0,0
,Damascus,Qatana,3,,0,0,,0,,0,0,0
,Damascus,Az_Zabdani,1,,0,0,,0,,0,0,0
,Damascus,Az_Zabdani,2,,0,0,,0,,0,0,0
,Damascus,Yabrud,2,,0,0,,0,0,0,0,0
,Damascus,Yabrud,3,,0,0,,0,,0,0,0
,Damascus,Al_Qutayfah,3,,0,0,,0,,0,0,0
,Damascus,Al_Qutayfah,5,,0,0,,0,,0,0,0
,Damascus,Al_Ghutta,3,,0,0,,0,,0,0,0
,Damascus,Al_Ghutta,4,,0,0,,0,,0,0,0
,Damascus,Al_Ghutta,5,,0,0,,0,0,0,0,0
,Damascus,An_Nabk,3,,0,0,,0,,0,0,0
,Damascus,An_Nabk,4,,0,0,,0,,0,0,0
,Damascus,An_Nabk,5,,0,0,,0,,0,0,0
,Damascus,At_Tall,2,,0,0,,0,,0,0,0
,Damascus,At_Tall,3,,0,0,,0,,0,0,0
,Damascus,At_Tall,4,,0,0,,0,0,0,0,0
,Homs,Homs,1,,0,0,,0,,0,0,0
,Homs,Homs,2,,0,0,,0,,0,0,0
,Homs,Homs,4,,0,0,,0,,0,0,0
,Homs,Tall Kalakh,1,,0,0,,0,,0,0,0
,Homs,Ar_Rastan,1,,0,0,,0,,0,0,0
,Homs,Ar_Rastan,2,,0,0,,0,0,0,0,0
,Homs,Al_Maghrim,2,,0,0,,0,,0,0,0
,Homs,Al_Maghrim,3,,0,0,,0,,0,0,0
,Homs,Al_Quasir,1,,0,0,,0,,0,0,0
,Homs,Al_Quasir,2,,0,0,,0,0,0,0,0
,Homs,Al_Quasir,3,,0,0,,0,,0,0,0
,Homs,Al_Quasir,4,,0,0,,0,,0,0,0
,Hama,Hama,1,5965,0,5965,29079.375,4875,4833,18483,3824.332713,47562.375
,Hama,Hama,2,4066,0,4066,21312.61667,5241.666667,1880,6448,3429.787234,27760.61667
,Hama,Hama,3,175,0,175,875,5000,0,0,0,875
,Hama,As_Salamiyeh,2,575,0,575,2716.875,4725,1052,2849,2708.174905,5565.875
,Hama,As_Salamiyeh,3,173,0,173,651.6333333,3766.666667,,,0,651.6333333
,Hama,As_Salamiyeh,4,208,0,208,1352,6500,,,0,1352
,Hama,Masyaf,1,257,0,257,386,1501.945525,1757,1089,619.8064883,1475
,Hama,Muhradah,1,5652,0,5652,11292,1997.876858,300,579,1930,11871
,Hama,Al_Ghab,1,45767,0,45767,141262,3086.547075,3061,6950,2270.499837,148212
,Idleb,Idleb,1,6300,0,6300,8800,1396.825397,3640,3405,935.4395604,12205
,Idleb,Idleb,2,3010,0,3010,4730,1571.428571,735,702,955.1020408,5432
,Idleb,Idleb,3,260,0,260,340,1307.692308,25,20,800,360
,Idleb,Harim,1,450,,450,625,1388.888889,480,445,927.0833333,1070
,Idleb,Al_Jisr_Ash_Shu,1,1200,,1200,1660,1383.333333,1274,1175,922.2919937,2835
,Idleb,Al_Ma'ra,1,0,,0,0,0,500,1211,2422,1211
,Idleb,Al_Ma'ra,2,380,,380,600,1578.947368,1035,464,448.3091787,1064
,Idleb,Al_Ma'ra,3,180,,180,460,2555.555556,25,985,39400,1445
,Idleb,Ariha,1,700,,700,980,1400,1292,20,15.47987616,1000
,Idleb,Khan_Shakhon,1,2100,,2100,2935,1397.619048,1400,1300,928.5714286,4235
,Idleb,Khan_Shakhon,2,430,,430,670,1558.139535,851,813,955.346651,1483
,Tartous,Tartous,1,2491,0,2491,,0,,,0,0
,Tartous,Banyas,1,29,0,29,0,0,,,0,0
,Tartous,Safita,1,91,0,91,,0,,,0,0
,Lattakia,Lattakia,1,0,0,0,0,0,,,0,0
,Lattakia,Al-Hafa,1,0,0,0,0,0,,,0,0
,Lattakia,Jablah,1,0,0,0,0,0,,,0,0
,Lattakia,Al_Qardaha,1,0,0,0,0,0,,,0,0
,Aleppo,A'zaz,1,,0,0,,0,,86089,0,86089
,Aleppo,A'zaz,2,,0,0,,0,,8641,0,8641
,Aleppo,Afrin,1,,0,0,,0,,,0,0
,Aleppo,Jarablus,2,,0,0,,0,,,0,0
,Aleppo,Al-Bab,1,,0,0,,0,,0,0,0
,Aleppo,Al-Bab,2,,0,0,,0,,6925,0,6925
,Aleppo,Menbij,2,,0,0,,0,,,0,0
,Aleppo,Menbij,3,,0,0,,0,,,0,0
,Aleppo,Menbij,4,,0,0,,0,,,0,0
,Aleppo,Ain Al-Arab,2,,0,0,,0,,,0,0
,Aleppo,Ain Al-Arab,3,,0,0,,0,,,0,0
,Aleppo,Jebel_Saman,1,,0,0,,0,,,0,0
,Aleppo,Jebel_Saman,2,,0,0,,0,,,0,0
,Aleppo,Jebel_Saman,3,,0,0,,0,,,0,0
,Aleppo,Jebel_Saman,4,,,0,0,0,0,0,0,0
,Aleppo,As_Safira,2,,0,0,,0,,,0,0
,Aleppo,As_Safira,3,,0,0,,0,,,0,0
,Aleppo,Al_Atareb,1,,0,0,,0,,,0,0
,Aleppo,Der_Hafer,3,,0,0,0,0,0,0,0,0
,Raqqa,Raqqa,3,6800,0,6800,22100,3250,0,0,0,22100
,Raqqa,Raqqa,4,30000,0,30000,97500,3250,0,0,0,97500
,Raqqa,Raqqa,5,42700,0,42700,138775,3250,0,0,0,138775
,Raqqa,Tell Abiad,2,20500,0,20500,66625,3250,0,0,0,66625
,Raqqa,Tell Abiad,3,,,0,,0,,,0,0
,Raqqa,Tell Abiad,4,,,0,,0,,,0,0
,Raqqa,Al-Thawrah,3,,,0,,0,,,0,0
,Raqqa,Al-Thawrah,4,,,0,,0,,,0,0
,Raqqa,Al-Thawrah,5,,,0,,0,,,0,0
,Dayr Az-Zor,Dayr Az-Zor,4,800,0,800,2560,3200,0,0,0,2560
,Dayr Az-Zor,Dayr Az-Zor,5,21109,0,21109,67550,3200.056848,0,0,0,67550
,Dayr Az-Zor,Al-Mayadin,5,3486,,3486,11155,3199.942628,,,0,11155
,Dayr Az-Zor,Abu Kamal,5,583,,583,1865,3198.97084,,,0,1865
,Hassakeh,Hassakeh,1,205,0,205,,0,,,0,0
,Hassakeh,Hassakeh,2,,0,0,,0,,,0,0
,Hassakeh,Hassakeh,3,,0,0,,0,,,0,0
,Hassakeh,Hassakeh,4,,0,0,,0,,,0,0
,Hassakeh,Hassakeh,5,,0,0,,0,0,0,0,0
,Hassakeh,Quamishli,1,,0,0,,0,,,0,0
,Hassakeh,Quamishli,2,,0,0,,0,,,0,0
,Hassakeh,Quamishli,3,0,0,0,0,0,0,0,0,0
,Hassakeh,Al-Malika,1,,0,0,,0,,,0,0
,Hassakeh,Al-Malika,2,,0,0,,0,,,0,0
,Hassakeh,Al-Malika,3,0,0,0,,0,,,0,0
,Hassakeh,Ras Al-Ain,1,,0,0,,0,,,0,0
,Hassakeh,Ras Al-Ain,2,,0,0,,0,,,0,0
,Hassakeh,Ras Al-Ain,3,,0,0,,0,,,0,0
,Hassakeh,Ras Al-Ain,4,0,0,0,0,0,,,0,0
2021,As_Suweida,As_Suwayda,1,153.7,0,153.7,230.55,1500,1553,232.95,150,463.5
,As_Suweida,As_Suwayda,2,584.6,0,584.6,701.52,1200,13787,1240.83,90,1942.35
,As_Suweida,Shahba,2,139,0,139,208.5,1500,6986,617.0966667,88.33333333,825.5966667
,As_Suweida,Shahba,3,21,0,21,31.5,1500,1079,8.0925,7.5,39.5925
,As_Suweida,Salkhad,2,47,0,47,47,1000,16454,473.0525,28.75,520.0525
,As_Suweida,Salkhad,3,0,0,0,0,0,570,0,0,0
,Dara,Dara,1,2706,0,2706,6880.005,2542.5,3833,1054.075,275,7934.08
,Dara,Dara,2,3926,0,3926,9684.133333,2466.666667,27170,5189.47,191,14873.60333
,Dara,Dara,3,137,0,137,218.5424,1595.2,3495,87.375,25,305.9174
,Dara,Izra',1,1437,0,1437,3544.6,2466.666667,8451,7623.6471,902.1,11168.2471
,Dara,Izra',2,1155,0,1155,2400.552,2078.4,15680,1536.64,98,3937.192
,Dara,Izra',3,0,0,0,0,0,400,0,0,0
,Dara,As_Sanamayn,1,250,0,250,612.5,2450,1500,480,320,1092.5
,Dara,As_Sanamayn,2,576,0,576,1360.8,2362.5,12288,1216.512,99,2577.312
,Dara,As_Sanamayn,3,259,0,259,473.97,1830,4001,96.024,24,569.994
,Dara,As_Sanamayn,4,54,0,54,85.725,1587.5,68,0,0,85.725
,Al_Qunaytirah,Al_Qunaytirah,1,1482,0,1482,1513.122,1021,6406,3475.255,542.5,4988.377
,Damascus,Duma,4,48.3,0,48.3,103.845,2150,0,0,0,103.845
,Damascus,Duma,5,10318.6,0,10318.6,22184.99,2150,0,0,0,22184.99
,Damascus,Darayya,3,108.4,0,108.4,201.624,1860,0,0,0,201.624
,Damascus,Darayya,4,193.6,0,193.6,486.42,2512.5,0,0,0,486.42
,Damascus,Darayya,5,325.3,0,325.3,716.2021667,2201.666667,0,0,0,716.2021667
,Damascus,Qatana,1,1028.9,0,1028.9,3902.6177,3793,593.2,715.9429667,1206.916667,4618.560667
,Damascus,Qatana,2,2658.25,0,2658.25,11563.3875,4350,1128.9,1514.137125,1341.25,13077.52463
,Damascus,Qatana,3,496.2,0,496.2,998.6025,2012.5,45,17.1,380,1015.7025
,Damascus,Az_Zabdani,1,204,0,204,576.3,2825,228,632.7,2775,1209
,Damascus,Yabrud,2,13,0,13,40.1375,3087.5,60,0,0,40.1375
,Damascus,Yabrud,3,5,0,5,9.75,1950,53,0,0,9.75
,Damascus,Al_Qutayfah,3,10,0,10,7.02,702,13,0,0,7.02
,Damascus,Al_Qutayfah,4,6.9,0,6.9,3.86055,559.5,0,0,0,3.86055
,Damascus,Al_Qutayfah,5,321.5,0,321.5,347.7424375,1081.625,0,0,0,347.7424375
,Damascus,Al_Ghutta,3,2005,0,2005,4786.9375,2387.5,190,59.375,312.5,4846.3125
,Damascus,Al_Ghutta,4,114.8,0,114.8,537.838,4685,28.3,30.564,1080,568.402
,Damascus,Al_Ghutta,5,1224.05,0,1224.05,2723.51125,2225,0,0,0,2723.51125
,Damascus,An_Nabk,2,2,0,2,5.265,2632.5,25,0,0,5.265
,Damascus,An_Nabk,3,10,0,10,22.5,2250,0,0,0,22.5
,Damascus,An_Nabk,4,31,0,31,131.75,4250,0,0,0,131.75
,Damascus,At_Tall,2,4,0,4,2.985,746.25,159,0,0,2.985
,Damascus,At_Tall,3,3,0,3,1.63125,543.75,60,0,0,1.63125
,Homs,Homs,1,4657.1,0,4657.1,12773.26103,2742.75,9211.8,9701.5607,1053.166667,22474.82173
,Homs,Homs,2,70,0,70,203,2900,891,1188,1333.333333,1391
,Homs,Homs,4,57,0,57,178.125,3125,0,0,0,178.125
,Homs,Homs,5,55,0,55,59.4,1080,0,0,0,59.4
,Homs,Tall Kalakh,1,2077.5,0,2077.5,4303.346484,2071.40625,4054,4469.535,1102.5,8772.881484
,Homs,Ar_Rastan,1,3792,0,3792,8721.6,2300,3640,4504.5,1237.5,13226.1
,Homs,Ar_Rastan,2,68,0,68,139.4,2050,640,736,1150,875.4
,Homs,Al_Maghrim,2,56,0,56,107.8,1925,54,2,37.03703704,109.8
,Homs,Al_Maghrim,3,27.2,0,27.2,51.34,1887.5,152,3.8,25,55.14
,Homs,Tadmor,5,2640,0,2640,7603.2,2880,0,0,0,7603.2
,Homs,Al_Quasir,1,401,0,401,1864.65,4650,1446,2017.17,1395,3881.82
,Homs,Al_Quasir,2,2360.7,0,2360.7,10534.62375,4462.5,1846,1513.72,820,12048.34375
,Homs,Al_Quasir,3,785.1,0,785.1,2639.89875,3362.5,958,416.73,435,3056.62875
,Homs,Al_Quasir,4,36,0,36,73.8,2050,0,0,0,73.8
,Hama,Hama,1,5511,0,5511,10310.73656,1870.9375,5442,3020.44605,555.025,13331.18261
,Hama,Hama,2,6147,0,6147,14225.91429,2314.285714,9654,5532.484615,573.0769231,19758.3989
,Hama,Hama,3,275,0,275,253.3928571,921.4285714,28,0,0,253.3928571
,Hama,Hama,4,380,0,380,368.125,968.75,0,0,0,368.125
,Hama,As_Salamiyeh,2,1187,0,1187,943.665,795,6385,2165.579167,339.1666667,3109.244167
,Hama,As_Salamiyeh,3,516,0,516,580.285,1124.583333,28,14.266,509.5,594.551
,Hama,As_Salamiyeh,4,400,0,400,378.8571429,947.1428571,0,0,0,378.8571429
,Hama,Masyaf,1,273,0,273,436.8,1600,2849,1389.905,487.8571429,1826.705
,Hama,Muhradah,1,7780,0,7780,10874.884,1397.8,405,252.882,624.4,11127.766
,Hama,Al_Ghab,1,42170,0,42170,98060,2325.349775,1337,1682,1258.040389,99742
,Idleb,Idleb,1,6053,0,6053,6838.307516,1129.738562,1973,823.1356,417.2,7661.443116
,Idleb,Idleb,2,3297,0,3297,3724.748039,1129.738562,1047,436.8084,417.2,4161.556439
,Idleb,Idleb,3,270,0,270,305.0294118,1129.738562,122,50.8984,417.2,355.9278118
,Idleb,Harim,1,459,0,459,518.55,1129.738562,491,204.8452,417.2,723.3952
,Idleb,Al_Jisr_Ash_Shu,1,1154,0,1154,1303.718301,1129.738562,1171,488.5412,417.2,1792.259501
,Idleb,Al_Ma'ra,1,2024,0,2024,2286.59085,1129.738562,1536,640.8192,417.2,2927.41005
,Idleb,Al_Ma'ra,2,1187,0,1187,1340.999673,1129.738562,2092,872.7824,417.2,2213.782073
,Idleb,Al_Ma'ra,3,175,0,175,197.7042484,1129.738562,121,50.4812,417.2,248.1854484
,Idleb,Ariha,1,681,0,681,769.3519608,1129.738562,1171,488.5412,417.2,1257.893161
,Tartous,Tartous,1,128.05,0,128.05,0,0,449.55,703.8267188,1565.625,703.8267188
,Tartous,Banyas,1,44.3,0,44.3,0,0,6362.55,5990.454442,941.5178571,5990.454442
,Tartous,Safita,1,50.7,0,50.7,105.2025,2075,1652,1850.24,1120,1955.4425
,Tartous,Dreikisch,1,0,0,0,0,0,1534.12,1508.551333,983.3333333,1508.551333
,Tartous,Sheikh Badr,1,0,0,0,0,0,1411.2,1387.68,983.3333333,1387.68
,Lattakia,Lattakia,1,0,0,0,0,0,647.65,1150.824231,1776.923077,1150.824231
,Lattakia,Al-Hafa,1,0,0,0,0,0,1882.8,3896.35,2069.444444,3896.35
,Lattakia,Jablah,1,0,0,0,0,0,1100.01,2196.019964,1996.363636,2196.019964
,Lattakia,Al_Qardaha,1,0,0,0,0,0,881.1,1342.7964,1524,1342.7964
,Aleppo,A'zaz,1,3670,0,3670,14985.83333,4083.333333,33531,27383.65,816.6666667,42369.48333
,Aleppo,A'zaz,2,741,0,741,2778.75,3750,4964,5460.4,1100,8239.15
,Aleppo,Afrin,1,1500,0,1500,4500,3000,7600,11400,1500,15900
,Aleppo,Jarablus,2,89,0,89,356,4000,0,0,0,356
,Aleppo,Al-Bab,1,100,0,100,200,2000,156,156,1000,356
,Aleppo,Al-Bab,2,3380,0,3380,4921.28,1456,379,102.1194444,269.4444444,5023.399444
,Aleppo,Menbij,2,6163,0,6163,16177.875,2625,2941,661.725,225,16839.6
,Aleppo,Menbij,3,5470,0,5470,16136.5,2950,660,0,0,16136.5
,Aleppo,Menbij,4,16318,0,16318,55036.16364,3372.727273,0,0,0,55036.16364
,Aleppo,Menbij,5,2065,0,2065,4336.5,2100,0,0,0,4336.5
,Aleppo,Ain Al-Arab,2,4000,0,4000,8000,2000,0,0,0,8000
,Aleppo,Ain Al-Arab,3,2000,0,2000,4000,2000,0,0,0,4000
,Aleppo,Jebel_Saman,1,7195,0,7195,8644.7925,1201.5,6658,1018.674,153,9663.4665
,Aleppo,Jebel_Saman,2,24364,0,24364,67853.74,2785,20831,742.104375,35.625,68595.84438
,Aleppo,Jebel_Saman,3,4339,0,4339,5567.270769,1283.076923,8476,172.6278667,20.36666667,5739.898636
,Aleppo,Jebel_Saman,4,810,0,810,951.75,1175,0,0,0,951.75
,Aleppo,As_Safira,2,4000,0,4000,10500,2625,1120,602,537.5,11102
,Aleppo,As_Safira,3,4054,0,4054,11655.25,2875,434,82.18875,189.375,11737.43875
,Aleppo,As_Safira,4,150,0,150,341.25,2275,0,0,0,341.25
,Aleppo,Al_Atareb,1,1260,0,1260,69.363,55.05,1710,89.13375,52.125,158.49675
,Aleppo,Der_Hafer,2,280,0,280,711.2,2540,0,0,0,711.2
,Aleppo,Der_Hafer,3,9853,0,9853,23942.79,2430,0,0,0,23942.79
,Aleppo,Der_Hafer,4,4220,0,4220,9769.3,2315,0,0,0,9769.3
,Raqqa,Raqqa,3,6800,0,6800,20400,3000,0,0,0,20400
,Raqqa,Raqqa,4,30000,0,30000,90000,3000,0,0,0,90000
,Raqqa,Raqqa,5,42700,0,42700,128100,3000,0,0,0,128100
,Raqqa,Tell Abiad,2,20500,0,20500,61500,3000,0,0,0,61500
,Dayr Az-Zor,Dayr Az-Zor,4,932,0,932,2717,2915.236052,0,0,0,2717
,Dayr Az-Zor,Dayr Az-Zor,5,37963,0,37963,110623,2913.968864,0,0,0,110623
,Dayr Az-Zor,Al-Mayadin,5,9560,0,9560,27174,2842.468619,0,0,0,27174
,Dayr Az-Zor,Abu Kamal,5,8821,0,8821,23089,2617.503684,0,0,0,23089
,Hassakeh,Hassakeh,1,225,0,225,568.125,2525,605,0,0,568.125
,Hassakeh,Hassakeh,2,5833,0,5833,14274.02404,2447.115385,14446,0,0,14274.02404
,Hassakeh,Hassakeh,3,1782,0,1782,4214.43,2365,1507,0,0,4214.43
,Hassakeh,Hassakeh,4,1366,0,1366,3179.744444,2327.777778,1333,0,0,3179.744444
,Hassakeh,Hassakeh,5,1700,0,1700,3910,2300,0,0,0,3910
,Hassakeh,Quamishli,1,9316,0,9316,23290,2500,47518,0,0,23290
,Hassakeh,Quamishli,2,490,0,490,1200.5,2450,3644,0,0,1200.5
,Hassakeh,Quamishli,3,0,0,0,0,0,0,0,0,0
,Hassakeh,Al-Malika,1,4758,0,4758,12058.55625,2534.375,36180,0,0,12058.55625
,Hassakeh,Al-Malika,2,25,0,25,58.125,2325,200,0,0,58.125
,Hassakeh,Al-Malika,3,0,0,0,0,0,10,0,0,0
,Hassakeh,Ras Al-Ain,1,5271,0,5271,13388.34,2540,8647,0,0,13388.34
,Hassakeh,Ras Al-Ain,2,9875,0,9875,24095,2440,8450,0,0,24095
,Hassakeh,Ras Al-Ain,3,880,0,880,2046,2325,5125,0,0,2046
,Hassakeh,Ras Al-Ain,4,190,0,190,432.25,2275,7105,0,0,432.25
2022,As_Suweida,As_Suwayda,1,97.7,0,97.7,219.825,2250,1578.5,276.2375,175,496.0625
,As_Suweida,As_Suwayda,2,894.7,0,894.7,2013.075,2250,10512.4,315.372,30,2328.447
,As_Suweida,Shahba,2,85.7,0,85.7,192.825,2250,6198.58,278.9361,45,471.7611
,As_Suweida,Shahba,3,26.5,0,26.5,59.625,2250,1013.5,0,0,59.625
