ADM0_CODE,ADM0_NAME,ADM1_CODE,ADM1_NAME,ADM2_CODE,ADM2_NAME,DISP_AREA,EXP2_YEAR,STATUS,STR2_YEAR,Shape_Area,Shape_Leng,annual_rain_mm,aridity_index,aspect_deg,bulk_dens,cec_cmol_kg,clay_pct,cropland,elevation_m,et_mm,gdd_annual,grassland,gwt_depth_m,max_temp_c,mean_temp_c,min_temp_c,moisture_pct,ndvi_peak,ndvi_std,pet_mm,ph,ph_quality,rain_cv_pct,rainy_days,rainy_rain_mm,sand_pct,silt_pct,slope_deg,soc_g_kg,thermal_suit,water_occurrence,year,id,frost_days,heat_stress_days,ADM1_PCODE,ADM2_PCODE,crop_type,harvested_area_ha,production_tons,yield_t_ha
238,Syrian Arab Republic,2835,As_Suweida,26321,As_Suwayda,NO,3000,Member State,1000,0.245068348,2.898837435,343.3180374,15.65244247,164.7488635,1.44067499,22.83274428,379.7186382,1,936.6083153,146.1170429,12330.18713,1,132.549277,29.21435459,17.1252599,5.258351502,6.676080324,0.218022395,0.036286288,2192.383161,7.882238542,70.59204861,96.908537,80.14443723,154.0518121,218.1895834,401.1968401,1.365785859,8.704768714,97.85862799,36.89205703,2000,0000000000000000232d,,,,,,,,
238,Syrian Arab Republic,2835,As_Suweida,26322,Salkhad,NO,3000,Member State,1000,0.19678529,2.476461818,316.5132782,14.39575857,175.7154581,1.445399312,22.89129271,345.5826409,1,1096.653045,149.3641237,12064.42594,1,151.5089895,29.04288605,16.75614714,4.643246501,6.819664354,0.170078503,0.024436981,2197.656477,7.899676731,70.01077564,102.092013,76.8615446,138.2903279,268.1481021,387.011929,1.285466681,8.340411369,95.74941224,38.32058288,2000,0000000000000000232e,,,,,,,,
238,Syrian Arab Republic,2835,As_Suweida,26323,Shahba,NO,3000,Member State,1000,0.197527256,2.191659403,363.8082648,17.04513403,172.1533402,1.451189377,19.92857504,355.5120454,1,812.086703,146.0160001,12535.42145,1,62.52582608,29.29152396,17.41030757,5.622630898,6.845788826,0.16257844,0.021200165,2133.381955,7.921607895,69.27973685,95.73399329,80.54801345,167.9237205,217.4198839,427.8247932,0.996377189,7.542191094,99.48747181,8.194029851,2000,0000000000000000232f,,,,,,,,
238,Syrian Arab Republic,2836,City_Damascus,26324,City_Damascus,NO,3000,Member State,1000,0.010615037,0.457656481,425.0685084,22.06026176,158.3060674,0.749199442,14.87188129,210.5146103,1,794.8080688,178.3147016,12142.79023,1,68.35844782,29.67027356,16.86498643,4.57339608,9.25264537,0.19463628,0.017397481,1925.851608,7.412265836,86.25780547,93.58803723,82.84718907,190.3673167,104.587339,209.4392598,2.757827848,9.371609403,96.37135105,0.888888889,2000,2330,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26325,Al_Ghutta,NO,3000,Member State,1000,0.011843117,0.558468679,358.4757226,18.64208868,106.1618312,1.291118521,15.97295861,315.6253218,1,651.6936639,266.1732878,12567.83813,1,6.349500264,30.28084432,17.45533074,5.226278151,13.85822315,0.461990002,0.050964465,1921.937546,7.702316985,76.58943385,96.13632925,78.71901378,157.1320567,178.6231764,388.861443,0.350493747,15.36100502,99.74474708,4.8,2000,2331,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26326,Al_Qutayfah,NO,3000,Member State,1000,0.165290463,2.05625535,273.586552,14.10078163,195.5281875,1.44431954,15.13843505,319.6985667,1,995.3053148,172.1820742,11743.69496,1,127.2432106,29.33704022,16.31029387,3.541078863,8.896174573,0.121861279,0.008390262,1939.222601,7.89758494,70.08050201,86.24074566,77.60610917,133.4719564,244.8824899,435.20357,2.859481548,8.87439493,93.20167925,2.858974359,2000,2332,30,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26327,An_Nabk,NO,3000,Member State,1000,0.109668581,1.50691639,323.1810886,15.99343961,155.3219186,1.425568843,17.53600335,278.9022471,1,1377.627627,158.1312764,10272.16975,1,210.038337,27.00621068,14.25644654,1.523353015,7.829036019,0.114001884,0.006126249,2019.710344,7.786512673,73.78291091,89.65572688,81.67073023,164.7609775,316.1138341,404.2577387,3.567828626,9.921132736,81.46540878,5.130434783,2000,2333,34.87400172,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26328,At_Tall,NO,3000,Member State,1000,0.044028509,1.064884239,513.3570862,26.95937881,162.1199029,1.40030382,25.61268638,363.9933535,1,1466.66102,202.1298074,9771.104976,1,145.3541383,26.12877245,13.55156442,0.743075416,10.61952707,0.164440855,0.015573363,1903.18737,7.636543834,78.78187219,95.73148381,87.36345595,241.5109188,274.0306517,362.7005117,3.630504348,17.15543139,77.437511,1.666666667,2000,2334,38.07828644,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26329,Az_Zabdani,NO,3000,Member State,1000,0.060455564,1.268423947,723.4377229,36.99516258,181.4811797,1.350758075,29.73442299,406.6926124,1,1549.684822,229.4712929,9391.772989,1,364.1754447,25.00922081,13.02161192,0.176853936,11.74557617,0.220099325,0.034314988,1954.492752,7.486507827,83.78307244,103.5652495,92.43598792,352.5797509,271.265393,322.8236739,6.230150135,23.98346865,74.40921098,59.03225806,2000,2335,31.97944065,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26330,Center,NO,3000,Member State,1000,0.051251838,1.308639719,438.5967939,21.6102984,133.314632,1.461013201,28.30833476,428.4295267,1,711.4954138,175.285202,12309.37574,1,31.11139234,29.336646,17.0963552,5.367394178,8.641279956,0.189916342,0.023866509,2028.573057,7.848708121,71.70972929,97.29738866,82.28281212,198.617503,163.9294281,403.4463831,1.239241385,10.10214663,97.69345828,2.72,2000,2336,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26331,Darayya,NO,3000,Member State,1000,0.012423869,0.610406653,381.793839,19.52660223,92.7628682,1.315842328,23.5269942,377.8860652,1,680.7773842,188.6390503,12274.81898,1,9.388939721,29.57883603,17.0483597,5.073055382,9.667068654,0.277284278,0.036141155,1954.249738,7.775299427,74.15668578,94.62377242,80.38128855,166.9564049,142.5483663,397.8240084,0.699756804,11.61850321,97.41919826,3.25,2000,2337,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26332,Darayya/Center,NO,3000,Member State,1000,0.011020973,0.63775221,451.0731267,23.44412375,157.8689118,1.388392492,29.78767067,396.9572597,1,884.1210451,193.0886743,11567.17066,1,82.83288393,28.69157785,16.06551481,3.717362798,10.03384674,0.205778688,0.017962964,1923.034916,7.730722376,75.64258746,95.66239911,85.14031008,206.4472477,183.6825446,378.3051364,3.109185859,15.21959682,91.80294174,6,2000,2338,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26333,Duma,NO,3000,Member State,1000,1.143833319,5.36296028,230.0437833,10.71785799,183.2223843,1.439790063,15.24508473,435.0312031,1,671.3370843,129.4856775,13218.67252,1,24.50940844,31.48061777,18.35926739,5.936224616,6.209738225,0.120800769,0.009883527,2145.359688,7.9788694,67.37102002,93.09627558,66.28350155,102.8135735,156.4332399,408.6870532,0.494037748,7.515456491,95.08990061,20.17542504,2000,2339,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26334,Qatana,NO,3000,Member State,1000,0.093841203,1.750152374,681.4850433,34.17897823,126.6999471,1.390187794,33.83029859,446.2725683,1,1076.168708,211.759515,11001.95165,1,134.8032696,27.14090825,15.28048841,3.334925237,10.64610742,0.284353022,0.042620464,1992.871902,7.631263536,78.95788213,106.5047472,89.52162355,319.983144,198.523565,355.7564594,3.240654984,17.95975534,87.31707661,10.25471698,2000,0000000000000000233a,,,,,,,,
238,Syrian Arab Republic,2837,Damascus,26335,Yabrud,NO,3000,Member State,1000,0.055958524,1.256549001,623.7231108,33.58742909,151.1400992,1.388098698,24.46438451,298.4432339,1,1851.02324,221.1850085,8569.322349,1,231.2609004,24.45375745,11.83013807,-1.359590032,11.91284263,0.149461039,0.023647153,1856.013554,7.507783175,83.07389417,103.0475218,87.33478347,298.1608009,327.2389854,375.052399,3.28542421,18.12267988,67.60078896,3.666666667,2000,0000000000000000233b,51.94543561,,,,,,,
238,Syrian Arab Republic,2838,Dara,26336,As_Sanamayn,NO,3000,Member State,1000,0.126365387,2.232014688,462.0334886,21.88603268,180.1350323,1.464749006,30.99856142,436.994746,1,676.2522372,173.3675529,12430.31229,1,14.37105451,28.458764,17.26432263,6.027530605,8.200407535,0.306710709,0.054223227,2110.088361,7.860602751,71.31324164,102.5846764,81.53794791,212.5071403,132.4975201,430.6093861,0.669011199,10.00010737,98.65327216,28.32124352,2000,0000000000000000233c,,,,,,,,
238,Syrian Arab Republic,2838,Dara,26337,Dara,NO,3000,Member State,1000,0.151895403,2.467237111,444.9437813,22.02964404,247.890732,1.46774472,34.72026577,423.6944089,1,594.8481838,201.2674321,12429.83673,1,31.20078753,27.3351656,17.26366213,6.636547388,9.982023092,0.361572478,0.058240699,2018.750208,7.877365296,70.75449014,110.0787477,79.77334564,205.0642671,127.803691,442.0431636,0.879878166,12.29504118,98.64949787,40.20714807,2000,0000000000000000233d,,,SY12,SY1201,Wheat,22000,48400,2.2
238,Syrian Arab Republic,2838,Dara,26338,Izra',NO,3000,Member State,1000,0.087018771,1.658654183,500.3587897,23.71714104,217.4263142,1.470306952,41.10287596,441.4595726,1,594.9833148,198.6586164,12387.0943,1,10.9531787,27.44130463,17.20429764,6.447107603,9.425952423,0.466109323,0.08708553,2108.692685,7.923266829,69.22443902,110.3022621,81.36098067,229.712771,92.06481307,460.4442333,0.522892419,12.7609944,98.31027221,44.50057937,2000,0000000000000000233e,,,,,,,,
238,Syrian Arab Republic,2839,Dayr_Az_Zor,26339,Abu_Kamal,NO,3000,Member State,1000,0.326690195,2.534252196,298.4134506,13.03603695,145.9024177,1.474952341,15.51213228,316.9541986,1,199.0450865,153.9177435,15647.73653,1,17.05196237,36.89032138,21.7329674,7.499477595,6.742483506,0.197042237,0.027401586,2288.142411,7.914785937,69.50713545,93.04294609,72.49811332,117.1976684,210.3167699,473.4703945,0.275403663,8.147721895,75.81161483,64.43444099,2000,0000000000000000233f,,30,,,,,,
238,Syrian Arab Republic,2839,Dayr_Az_Zor,26340,Al_Mayadin,NO,3000,Member State,1000,0.846879854,4.706853339,252.8131925,11.26009432,106.9848781,1.464284982,15.16950876,321.6518012,1,284.7469964,166.0687176,15110.98357,1,13.44925992,35.79006186,20.98747718,7.380397428,7.415894481,0.15005683,0.013035828,2244.213808,7.935538403,68.81538657,88.38171898,68.34690578,104.1103879,226.8776377,452.2255759,0.231444592,7.050522461,80.07155895,65.76879408,2000,2340,,30,,,,,,
238,Syrian Arab Republic,2839,Dayr_Az_Zor,26341,Dayr_Az_Zor,NO,3000,Member State,1000,1.527438458,6.266817637,306.5091071,13.91422485,160.6562038,1.475571533,17.45613594,279.0580926,1,311.6110564,156.2399214,14791.455,1,24.94088817,35.36278966,20.5436875,6.691266516,7.126578163,0.153908122,0.01734306,2201.847161,7.945084905,68.49716985,91.97475788,74.28875228,136.339738,267.81461,453.5383851,0.441646162,7.406680906,82.60750003,59.82997528,2000,2341,,30,,,,,,
238,Syrian Arab Republic,2840,Hama,26342,Al_Ghab,NO,3000,Member State,1000,0.049595436,1.643165164,1030.849803,59.81196563,139.7759455,1.347860465,28.59829587,349.5799349,1,352.189296,425.4774712,12197.84695,1,139.7020723,27.35454642,16.9414541,6.272463828,24.69196343,0.650254778,0.104909881,1722.484243,6.782044179,92.73480597,93.80225961,108.8915172,531.1850792,280.5196852,361.9957542,4.508295663,42.21571718,96.80830912,35.28868661,2000,2342,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26343,Al_Sqalbieh,NO,3000,Member State,1000,0.02781713,0.921498961,1102.836106,64.87485537,161.4287947,1.388505517,29.00173861,353.8146162,1,289.2258024,383.2878814,12033.42808,1,98.86799211,27.22926796,16.71309455,5.860674754,22.56713767,0.656986642,0.12325549,1698.943837,6.731357808,91.04526026,88.42984072,114.498539,555.3877094,277.1481359,366.5170097,2.912893204,36.97425617,95.50339743,25.44915254,2000,2343,,,SY05,SY0504,Wheat,48000,172800,3.6
238,Syrian Arab Republic,2840,Hama,26344,As_Salamiyeh,NO,3000,Member State,1000,0.504159747,4.926087865,326.8576272,17.95141094,191.2833095,1.455325727,20.3416433,317.9445519,1,514.8899545,172.6177611,12968.01453,1,39.708665,30.60557863,18.01113129,5.54578585,9.476044967,0.192694671,0.027349761,1819.790735,7.805379097,73.15403011,85.16401816,84.10427556,154.4300619,260.9011364,420.1232357,0.788382027,9.040582617,97.07924974,29.78971963,2000,2344,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26345,Hama,NO,3000,Member State,1000,0.227677668,4.733216797,532.5803128,29.01565272,192.7904067,1.455316559,28.89107986,399.9433813,1,367.8882638,203.8128237,13137.30996,1,25.04294796,29.96934775,18.24626384,6.627111843,11.09289184,0.387395502,0.077935325,1834.493132,7.530149647,82.32834509,88.56558335,88.18204136,266.448571,199.991121,385.7041579,0.890006436,18.48653952,95.73563521,22.43352601,2000,2345,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26346,Masyaf,NO,3000,Member State,1000,0.076403686,1.92474214,1107.630933,61.17095126,150.0452924,1.353623889,29.44578727,387.4121925,1,532.6863029,345.8250097,12028.89793,1,139.1245061,27.01810718,16.70680268,6.145169333,19.11299467,0.57539205,0.092839946,1809.713925,6.889563149,96.31877164,95.07609375,98.32696283,557.4078913,261.5816804,350.4100182,3.339515959,38.59856987,95.46744391,5.952755906,2000,2346,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26347,Mesiaf,NO,3000,Member State,1000,0.018049112,0.644926438,1039.484491,60.02824539,136.0343602,1.362355502,29.62311984,354.3587004,1,334.113726,439.5971471,12095.1876,1,140.9748335,27.22502793,16.79887167,6.175789722,25.39364499,0.696926811,0.123932155,1730.658962,6.786188446,92.87294821,95.73949718,103.380027,537.0730413,270.7175061,366.3274915,4.94189463,42.6240308,95.99355239,5.58,2000,2347,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26348,Muhradah,NO,3000,Member State,1000,0.05125136,1.195215355,695.5542394,39.26525957,210.5076775,1.449025265,33.05226761,439.5914949,1,254.483542,342.3070077,13197.50293,1,22.9822089,29.26924196,18.32986518,7.349906614,19.38211585,0.602243066,0.110772243,1770.42402,7.358416593,88.05278024,94.47289002,94.6404257,362.6981016,196.6763121,347.9956241,0.787416154,25.49695415,95.25791324,10.50963597,2000,2348,,,,,,,,
238,Syrian Arab Republic,2840,Hama,26349,Name_Unknown,NO,3000,Member State,1000,0.059371718,1.421700142,326.0693425,18.05510793,242.4519993,1.461537132,20.57857517,314.3095345,1,621.5057765,176.721391,12564.59966,1,18.70432009,29.72642579,17.45083286,5.200731538,9.785104104,0.180656113,0.020941651,1804.967285,7.76590647,74.46978433,82.14651992,82.63863583,154.7637018,268.8047512,417.3127482,0.681008435,9.094657075,99.71904494,27.08571429,2000,2349,,,,,,,,
238,Syrian Arab Republic,2841,Hassakeh,26350,Al_Malika,NO,3000,Member State,1000,0.273788898,2.626098262,996.1558545,43.09138219,177.7179584,1.393407522,35.81191186,396.1542193,1,442.2589019,159.6289874,13679.23157,1,11.47143655,35.04922499,18.99893274,4.272633072,6.937380058,0.440968186,0.095260596,2310.728712,7.401004555,86.63318149,98.76017759,95.26249162,441.8314141,182.2285639,417.2135132,0.627665989,23.0979689,91.43467007,71.48066457,2000,0000000000000000234a,,30,,,,,,
238,Syrian Arab Republic,2841,Hassakeh,26351,Hassakeh,NO,3000,Member State,1000,1.234999017,5.292191536,526.5930014,23.72925817,179.2026918,1.453912692,22.75778998,312.1287676,1,352.2277754,124.0185031,14709.82996,1,19.1175947,36.02721433,20.43031939,5.983189099,5.599486843,0.180227401,0.023073937,2218.171782,7.76640865,74.453045,95.86659983,83.73045722,235.1940468,232.8497925,449.1236429,0.493960645,10.83503123,83.25531778,55.44769984,2000,0000000000000000234b,,30,,,,,,
238,Syrian Arab Republic,2841,Hassakeh,26353,Quamishli,NO,3000,Member State,1000,0.384508781,3.376182941,830.9495105,36.7903869,189.6343908,1.4227755,32.71215887,381.6987929,1,387.3408823,132.5278482,14170.98984,1,4.224880292,35.71465073,19.68193034,5.044133328,5.878484363,0.327865883,0.061525172,2257.60498,7.499177245,83.3607585,96.73359285,90.71201613,378.4634689,188.6721752,424.1715544,0.236333983,15.93920513,87.53182666,2.151515152,2000,0000000000000000234c,,30,SY08,SY0802,Wheat,155000,527000,3.4
238,Syrian Arab Republic,2841,Hassakeh,26354,Ras_Al_Ain,NO,3000,Member State,1000,0.383012451,4.287075453,600.4551333,28.09746768,181.239228,1.436138441,29.13638552,428.1986409,1,428.0325777,184.6083182,13971.5049,1,10.62784115,35.32209555,19.40486792,5.181199352,8.665727195,0.33959146,0.065010297,2136.043594,7.607914063,79.7361979,93.93239426,91.2678344,286.69769,158.4989891,413.1203426,0.413294717,15.5378662,89.11504044,3.258706468,2000,0000000000000000234d,,30,,,,,,
238,Syrian Arab Republic,2842,Homs,26355,Al_Maghrim,NO,3000,Member State,1000,0.306769432,2.913060825,292.5956914,15.92553938,218.2032013,1.457191708,18.26401052,311.7343597,1,797.1330828,173.7383293,11816.38201,1,104.0896137,28.78273003,16.41164168,4.102446369,9.46136497,0.160246833,0.016241926,1836.273353,7.836838992,72.10536695,84.47651866,81.13901416,142.4262862,282.185961,406.7754786,1.39213165,8.706368852,93.78080959,23.70967742,2000,0000000000000000234e,,,,,,,,
238,Syrian Arab Republic,2842,Homs,26356,Al_Quasir,NO,3000,Member State,1000,0.079506691,1.850323115,676.5567377,36.13035956,228.7835016,1.423727806,26.81275048,398.4009405,1,596.8480096,205.3196664,12057.52507,1,19.08778159,28.19121289,16.74656259,5.211231303,10.99739464,0.364060065,0.057885338,1871.543606,7.575372583,80.8209139,103.5918307,90.95439889,347.3460034,214.1664714,361.619498,0.932790651,19.01649265,95.6946434,81.53370847,2000,0000000000000000234f,,,,,,,,
238,Syrian Arab Republic,2842,Homs,26357,Ar_Rastan,NO,3000,Member State,1000,0.023749721,0.879988685,563.1298866,29.51765435,217.7540281,1.490165194,31.51599766,455.9867872,1,435.4754306,205.3443403,12740.62579,1,32.93536539,29.01473153,17.69531359,6.450855949,10.7410404,0.431369472,0.081957577,1906.773158,7.628313312,79.05622294,96.00383384,90.47149789,293.6108485,194.2140276,350.5086574,1.105333487,20.10500042,98.88392233,64.92877493,2000,2350,,,,,,,,
238,Syrian Arab Republic,2842,Homs,26358,Homs,NO,3000,Member State,1000,0.661463232,5.466555194,346.7637534,18.14656861,170.4993423,1.454793713,18.39390553,334.3746299,1,749.4069726,190.1561761,11687.61631,1,42.53240625,28.34695243,16.23267466,4.300926742,9.943921804,0.186119498,0.024579236,1909.905367,7.822295424,72.59015253,89.09264009,80.20755134,172.5824957,262.3261291,400.8940442,1.265880206,10.65134129,92.75814089,61.8628226,2000,2351,30,,,,,,,
238,Syrian Arab Republic,2842,Homs,26359,Tadmor,NO,3000,Member State,1000,3.841744306,8.05403205,221.2646222,10.99228868,159.7105472,1.451686932,14.80853441,400.785848,1,615.4601233,129.5141959,13282.31506,1,66.07295238,32.15681891,18.44765981,5.70980962,6.473835127,0.130287885,0.008703814,2011.907673,7.963283185,67.8905605,93.40255484,71.80895649,95.11722338,192.9330692,406.9913066,0.714945106,6.814479757,94.58480109,12.93083756,2000,2352,,,,,,,,
238,Syrian Arab Republic,2842,Homs,26360,Tall_Kalakh,NO,3000,Member State,1000,0.061265386,1.382119937,1138.26415,61.44511454,213.4968276,1.371293035,28.50363662,371.8628808,1,462.9664108,323.0678624,12531.74632,1,86.9397267,27.22176712,17.40520323,6.931020475,17.47526272,0.621130894,0.122686046,1851.489264,7.036198454,98.79338486,97.95141403,99.89390621,575.5924831,256.0800903,370.1287946,2.899572474,38.32373734,99.45830414,63.89144317,2000,2353,,,,,,,,
238,Syrian Arab Republic,2843,Idleb,26361,Al_Jisr_Ash_Shu,NO,3000,Member State,1000,0.061795348,1.387996783,1012.070522,58.615317,177.540447,1.380476929,27.89801472,304.6574213,1,349.3955892,308.8772618,12259.01936,1,101.3142959,27.37936171,17.02641578,6.127323622,17.8946105,0.510545041,0.07021373,1725.631491,6.711311118,90.37703725,92.69355801,106.7928283,507.7798662,309.262822,377.4719518,3.793157673,40.90641577,97.29380447,19.55376344,2000,2354,,,,,,,,
238,Syrian Arab Republic,2843,Idleb,26362,Al_Ma'ra,NO,3000,Member State,1000,0.219400577,2.789560748,602.5110007,33.3240229,161.5969773,1.44106543,30.50289991,387.8445436,1,426.7153644,208.7380973,12863.91608,1,29.05957912,29.64617242,17.86655012,6.067510498,11.58432938,0.40534822,0.081504403,1807.03801,7.422356298,85.92145674,88.73443645,93.14277593,309.6002813,211.8633148,395.4624714,1.089096217,21.8826255,97.9054279,2.740740741,2000,2355,,,,,,,,
238,Syrian Arab Republic,2843,Idleb,26363,Ariha,NO,3000,Member State,1000,0.06189382,1.20144567,805.2405847,44.86152171,178.7756591,1.396585143,27.93576679,350.6523137,1,582.149967,239.1978239,11955.66653,1,87.67581128,27.83506165,16.6050924,5.166319585,13.33421737,0.374171929,0.056909174,1793.947104,7.15618642,94.79378601,92.18140928,100.5745541,400.7683247,264.1637633,380.2716742,2.592602428,31.56046909,94.88624226,35.35190616,2000,2356,,,,,,,,
238,Syrian Arab Republic,2843,Idleb,26364,Harim,NO,3000,Member State,1000,0.076955511,1.744823344,883.6202618,49.57935835,208.4698796,1.397594182,27.2782689,356.5012631,1,400.6489695,248.0612207,12367.18823,1,91.8753057,28.54877867,17.17665031,5.355699984,13.94832685,0.423526146,0.061856062,1781.234162,7.125463716,95.81787612,81.1038925,111.4573207,427.7195046,243.3845318,396.2349649,3.52892128,34.93256475,98.1522875,7.104166667,2000,2357,,,,,,,,
238,Syrian Arab Republic,2843,Idleb,26365,Idleb,NO,3000,Member State,1000,0.125820372,2.188331063,729.6233167,39.84073022,133.1604544,1.441830046,29.96636028,396.7139838,1,349.4829207,247.9438878,12840.1917,1,18.66965742,29.37792026,17.83359958,6.020684122,13.53061389,0.499185517,0.095107548,1830.350261,7.363514149,87.8828617,87.96553016,97.55070214,360.2449648,201.4720497,378.6673336,0.928862474,24.86059375,98.09371666,24.08243728,2000,2358,,,,,,,,
